cord_uid;organization;title;doi;license;publish_time;authors;journal;url
b8lih7x3;Medline;Families with sleepwalking.;10.1016/j.sleep.2010.01.011;unk;2010;Cao, Michelle- Guilleminault, Christian;Sleep medicine;"https://doi.org/10.1016/j.sleep.2010.01.011; https://www.ncbi.nlm.nih.gov/pubmed/20598633/"
osh00y37;Medline;Is ethnicity linked to incidence or outcomes of covid-19?;10.1136/bmj.m1548;unk;20/4/2020;Khunti, Kamlesh- Singh, Awadhesh Kumar- Pareek, Manish- Hanif, Wasim;BMJ;"https://doi.org/10.1136/bmj.m1548; https://www.ncbi.nlm.nih.gov/pubmed/32312785/"
cjkjbat0;Medline;Recurrence patterns of direct and indirect inguinal hernias in a nationwide population in Denmark.;10.1016/j.surg.2013.06.006;unk;2014;Burcharth, Jakob- Andresen, Kristoffer- Pommergaard, Hans-Christian- Bisgaard, Thue- Rosenberg, Jacob;Surgery;"https://doi.org/10.1016/j.surg.2013.06.006; https://www.ncbi.nlm.nih.gov/pubmed/24694361/"
j75n5e16;Medline;Novel technique for delayed sternal closure: soft tissue approximation with substernal bridge.;10.1016/j.jtcvs.2014.08.048;unk;2014;Rajakaruna, Cha- Rodriguez, Gladys M- Rajbanshi, Bijoy G- Ziganshin, Bulat A- Elefteriades, John A;The Journal of thoracic and cardiovascular surgery;"https://doi.org/10.1016/j.jtcvs.2014.08.048; https://www.ncbi.nlm.nih.gov/pubmed/25282657/"
sgod6vrq;Medline;Development of an immunomagnetic beads-based test and its application in influenza surveillance.;10.1515/cclm-2015-0621;unk;2016;Pan, Yang- Peng, Xiaomin- Yang, Peng- Shi, Weixian- Cui, Shujian- Zhang, Daitao- Lu, Guilan- Zhao, Jiachen- Wang, Quanyi;Clinical chemistry and laboratory medicine;"https://doi.org/10.1515/cclm-2015-0621; https://www.ncbi.nlm.nih.gov/pubmed/26351954/"
w75pmd1t;Medline;The burden of disease and the need for a simple staging system in idiopathic pulmonary fibrosis.;10.1164/rccm.201402-0306ed;unk;2014;O'Connell, Oisin J- Egan, Jim J;American journal of respiratory and critical care medicine;"https://doi.org/10.1164/rccm.201402-0306ed; https://www.ncbi.nlm.nih.gov/pubmed/24684356/"
cp447b2c;Medline;COVID-19 with silent hypoxemia.;10.4045/tidsskr.20.0299;unk;5/5/2020;Ottestad, William- Seim, Mari- Mæhlen, Jens Otto;Tidsskrift for den Norske laegeforening : tidsskrift for praktisk medicin, ny raekke;"https://doi.org/10.4045/tidsskr.20.0299; https://www.ncbi.nlm.nih.gov/pubmed/32378842/"
1xuqxcje;Medline;Cancer incidence and mortality after gastric bypass surgery.;10.1038/oby.2008.610;unk;2009;Adams, Ted D- Stroup, Antoinette M- Gress, Richard E- Adams, Kenneth F- Calle, Eugenia E- Smith, Sherman C- Halverson, R Chad- Simper, Steven C- Hopkins, Paul N- Hunt, Steven C;Obesity;"https://doi.org/10.1038/oby.2008.610; https://www.ncbi.nlm.nih.gov/pubmed/19148123/"
2wfui5sm;Medline;Development of a symptom score for clinical studies to identify children with a documented viral upper respiratory tract infection.;10.1203/00006450-201011001-00493;unk;2010;Taylor, James A- Weber, Wendy J- Martin, Emily T- McCarty, Rachelle L- Englund, Janet A;Pediatric research;"https://doi.org/10.1203/00006450-201011001-00493; https://www.ncbi.nlm.nih.gov/pubmed/20520584/"
66g7nnz2;Medline;Concomitant Liposuction Reduces Complications of Vertical Medial Thigh Lift in Massive Weight Loss Patients.;10.1097/prs.0000000000002194;unk;2016;Schmidt, Manfred- Pollhammer, Michael S- Januszyk, Michael- Duscher, Dominik- Huemer, Georg M;Plastic and reconstructive surgery;"https://doi.org/10.1097/prs.0000000000002194; https://www.ncbi.nlm.nih.gov/pubmed/27219231/"
qw9gyu9k;Medline;Brain edema predicts outcome after nonlacunar ischemic stroke.;10.1161/strokeaha.114.006884;unk;2014;Battey, Thomas W K- Karki, Mahima- Singhal, Aneesh B- Wu, Ona- Sadaghiani, Saloomeh- Campbell, Bruce C V- Davis, Stephen M- Donnan, Geoffrey A- Sheth, Kevin N- Kimberly, W Taylor;Stroke;"https://doi.org/10.1161/strokeaha.114.006884; https://www.ncbi.nlm.nih.gov/pubmed/25336512/"
ylx5vilk;Medline;ACP Journal Club. Intermittent pneumatic compression reduced deep venous thrombosis after stroke.;10.7326/0003-4819-159-4-201308200-02003;unk;2013;Kearon, Clive;Annals of internal medicine;"https://doi.org/10.7326/0003-4819-159-4-201308200-02003; https://www.ncbi.nlm.nih.gov/pubmed/24026279/"
kyq2yr61;Medline;RNA viruses in young Nepalese children hospitalized with severe pneumonia.;10.1097/inf.0b013e31822f845f;unk;2011;Mathisen, Maria- Basnet, Sudha- Sharma, Arun- Shrestha, Prakash S- Sharma, Biswa N- Valentiner-Branth, Palle- Sommerfelt, Halvor- Strand, Tor A;The Pediatric infectious disease journal;"https://doi.org/10.1097/inf.0b013e31822f845f; https://www.ncbi.nlm.nih.gov/pubmed/21860338/"
y2twspig;Medline;Non-stationarity of EEG during wakefulness and anaesthesia: advantages of EEG permutation entropy monitoring.;10.1007/s10877-014-9553-y;unk;2014;Kreuzer, Matthias- Kochs, Eberhard F- Schneider, Gerhard- Jordan, Denis;Journal of clinical monitoring and computing;"https://doi.org/10.1007/s10877-014-9553-y; https://www.ncbi.nlm.nih.gov/pubmed/24442330/"
q6a0z73a;Medline;Feline pyothorax: the impact of evidence in the real world.;10.1016/j.tvjl.2008.05.004;unk;2009;Litster, Annette;Veterinary journal;"https://doi.org/10.1016/j.tvjl.2008.05.004; https://www.ncbi.nlm.nih.gov/pubmed/18586537/"
61gwf3mo;Medline;Long-term treatment outcome of patients with gastric vascular ectasia treated with argon plasma coagulation.;10.1097/meg.0000000000000047;unk;2014;Boltin, Doron- Gingold-Belfer, Rachel- Lichtenstein, Lev- Levi, Zohar- Niv, Yaron;European journal of gastroenterology & hepatology;"https://doi.org/10.1097/meg.0000000000000047; https://www.ncbi.nlm.nih.gov/pubmed/24743501/"
ob7dtew7;Medline;Placement of a non-cross-linked porcine-derived acellular dermal matrix during preperitoneal laparoscopic inguinal hernia repair.;10.9738/cc176;unk;2013;Alshkaki, Giath;International surgery;"https://doi.org/10.9738/cc176; https://www.ncbi.nlm.nih.gov/pubmed/23701148/"
24shfm1z;Medline;Randomized clinical trial on the postoperative use of an abdominal binder after laparoscopic umbilical and epigastric hernia repair.;10.1007/s10029-014-1289-6;unk;2015;Christoffersen, M W- Olsen, B H- Rosenberg, J- Bisgaard, T;Hernia : the journal of hernias and abdominal wall surgery;"https://doi.org/10.1007/s10029-014-1289-6; https://www.ncbi.nlm.nih.gov/pubmed/25201555/"
swjrqp6l;Medline;End-to-end versus end-to-side esophagogastrostomy after esophageal cancer resection: a prospective randomized study.;10.1097/sla.0b013e31822676a9;unk;2011;Nederlof, Nina- Tilanus, Hugo W- Tran, T C Khe- Hop, Wim C J- Wijnhoven, Bas P L- de Jonge, Jeroen;Annals of surgery;"https://doi.org/10.1097/sla.0b013e31822676a9; https://www.ncbi.nlm.nih.gov/pubmed/21725230/"
j9wxxbb2;Medline;Mechanical thrombectomy for anterior circulation stroke: 5-year experience in a statewide service with differences in pretreatment time metrics across two hospitals sites.;10.1136/neurintsurg-2016-012304;unk;2017;Kabra, Ruchi- Phillips, Timothy J- Saw, Jacqui-Lyn- Phatouros, Constantine C- Singh, Tejinder P- Hankey, Graeme J- Blacker, David- Ghia, Darshan- Prentice, David- McAuliffe, William;Journal of neurointerventional surgery;"https://doi.org/10.1136/neurintsurg-2016-012304; https://www.ncbi.nlm.nih.gov/pubmed/27161900/"
nn0td6xk;Medline;Using bispectral index and cerebral oximetry to guide hemodynamic therapy in high-risk surgical patients.;10.1186/2047-0525-2-11;unk;2013;Bidd, Heena- Tan, Audrey- Green, David;Perioperative medicine;"https://doi.org/10.1186/2047-0525-2-11; https://www.ncbi.nlm.nih.gov/pubmed/24472198/"
s281tosv;Medline;Three solutions to a single problem: alternative casting frames for treating infantile idiopathic scoliosis.;10.1097/bsd.0b013e3182440dce;unk;2013;Halanski, Matthew A- Harper, Benjamin L- Cassidy, Jeffry A- Crawford, Haemish A;Journal of spinal disorders & techniques;"https://doi.org/10.1097/bsd.0b013e3182440dce; https://www.ncbi.nlm.nih.gov/pubmed/22228212/"
ufu26cgv;Medline;Elective use of cannula cricothyroidotomy.;10.1111/j.1365-2044.2011.06741.x;unk;2011;Shankar, S- Turner, M;Anaesthesia;"https://doi.org/10.1111/j.1365-2044.2011.06741.x; https://www.ncbi.nlm.nih.gov/pubmed/21682705/"
so12fui0;Medline;A dry lab for medical engineers?;10.1186/1750-1164-3-9;unk;2009;Rulli, Francesco- Maura, Angelo- Galatà, Gabriele- Olivi, Giulia- Grande, Michele- Farinon, Attilio M;Annals of surgical innovation and research;"https://doi.org/10.1186/1750-1164-3-9; https://www.ncbi.nlm.nih.gov/pubmed/19646220/"
qhyypwkv;Medline;What size tube doctor? Bigger may be better--at least for weaning.;10.1186/cc12545;unk;2013;O'Callaghan, David J P- Wyncoll, Duncan;Critical care;"https://doi.org/10.1186/cc12545; https://www.ncbi.nlm.nih.gov/pubmed/23535005/"
fa2tv4x4;Medline;Genomic analysis reveals age-dependent innate immune responses to severe acute respiratory syndrome coronavirus.;10.1128/jvi.00489-08;unk;2008;Baas, Tracey- Roberts, Anjeanette- Teal, Thomas H- Vogel, Leatrice- Chen, Jun- Tumpey, Terrence M- Katze, Michael G- Subbarao, Kanta;Journal of virology;"https://doi.org/10.1128/jvi.00489-08; https://www.ncbi.nlm.nih.gov/pubmed/18632870/"
x82s714g;Medline;Pure versus hand-assisted retroperitoneoscopic live donor nephrectomy: a retrospective cohort study of 1508 transplants from two centers.;10.1007/s00464-019-06697-y;unk;2019;Noguchi, Hiroshi- Kakuta, Yoichi- Okumi, Masayoshi- Omoto, Kazuya- Okabe, Yasuhiro- Ishida, Hideki- Nakamura, Masafumi- Tanabe, Kazunari;Surgical endoscopy;"https://doi.org/10.1007/s00464-019-06697-y; https://www.ncbi.nlm.nih.gov/pubmed/30888499/"
12dnbaht;Medline;Monitoring of children with pediatric acute respiratory distress syndrome: proceedings from the Pediatric Acute Lung Injury Consensus Conference.;10.1097/pcc.0000000000000436;unk;2015;Emeriaud, Guillaume- Newth, Christopher J L;Pediatric critical care medicine : a journal of the Society of Critical Care Medicine and the World Federation of Pediatric Intensive and Critical Care Societies;"https://doi.org/10.1097/pcc.0000000000000436; https://www.ncbi.nlm.nih.gov/pubmed/26035368/"
uzgfgcsz;Medline;Comparison of the intracorporeal triangular and delta-shaped anastomotic techniques in totally laparoscopic distal gastrectomy for gastric cancer: an analysis with propensity score matching.;10.1007/s00464-019-07025-0;unk;2019;Yanagimoto, Yoshitomo- Omori, Takeshi- Fujiwara, Yoshiyuki- Demura, Koichi- Jeong-Ho, Moon- Shinno, Naoki- Yamamoto, Kazuyoshi- Sugimura, Keijiro- Miyata, Hiroshi- Ushigome, Hajime- Takahashi, Yusuke- Nishimura, Junichi- Yasui, Masayoshi- Asukai, Kei- Yamada, Daisaku- Wada, Hiroshi- Takahashi, Hidenori- Ohue, Masayuki- Yano, Masahiko- Sakon, Masato;Surgical endoscopy;"https://doi.org/10.1007/s00464-019-07025-0; https://www.ncbi.nlm.nih.gov/pubmed/31385072/"
tlhdqbia;Medline;Technical characteristics can make the difference in a surgical linear stapler. Or not?;10.1016/j.jss.2015.03.096;unk;2015;Giaccaglia, Valentina- Antonelli, Maria Serena- Addario Chieco, Paola- Cocorullo, Gianfranco- Cavallini, Marco- Gulotta, Gaspare;The Journal of surgical research;"https://doi.org/10.1016/j.jss.2015.03.096; https://www.ncbi.nlm.nih.gov/pubmed/25918006/"
s65x7xvq;Medline;Completeness of reporting of randomised controlled trials including people with transient ischaemic attack or stroke: A systematic review.;10.1177/2396987318782783;unk;2018;Wilson, Blair- Burnett, Peter- Moher, David- Altman, Douglas G- Al-Shahi Salman, Rustam;European stroke journal;"https://doi.org/10.1177/2396987318782783; https://www.ncbi.nlm.nih.gov/pubmed/31236481/"
w71814tk;Medline;Spatial-temporal distribution of COVID-19 in China and its prediction: A data-driven modeling analysis.;10.3855/jidc.12585;unk;31/3/2020;Huang, Rui- Liu, Miao- Ding, Yongmei;Journal of infection in developing countries;"https://doi.org/10.3855/jidc.12585; https://www.ncbi.nlm.nih.gov/pubmed/32235084/"
0qher96p;Medline;Local immunization strategy based on the scores of nodes.;10.1063/1.4940240;unk;2016;Liu, Yang- Deng, Yong- Wei, Bo;Chaos;"https://doi.org/10.1063/1.4940240; https://www.ncbi.nlm.nih.gov/pubmed/26826858/"
ant3rhtu;Medline;Primary brachial plexus neoplasia in cats.;10.1177/1098612x12468839;unk;2013;Hanna, Fikry Younan;Journal of feline medicine and surgery;"https://doi.org/10.1177/1098612x12468839; https://www.ncbi.nlm.nih.gov/pubmed/23197498/"
5x6iixqt;Medline;Epidemiological investigation on a cluster epidemic of COVID-19 in a collective workplace in Tianjin;10.3760/cma.j.cn112338-20200219-00121;unk;12/3/2020;Zhang, Y- Su, X- Chen, W- Fei, C N- Guo, L R- Wu, X L- Zhou, N- Guo, Y T- Dong, X C- Zhao, Y- Wang, H W- Pan, Y- Zuo, L J;Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi;"https://doi.org/10.3760/cma.j.cn112338-20200219-00121; https://www.ncbi.nlm.nih.gov/pubmed/32162858/"
rgnkkrv9;Medline;An Acute Respiratory Infection Runs Into the Most Common Noncommunicable Epidemic-COVID-19 and Cardiovascular Diseases.;10.1001/jamacardio.2020.0934;unk;25/3/2020;Yang, Chengzhi- Jin, Zening;JAMA cardiology;"https://doi.org/10.1001/jamacardio.2020.0934; https://www.ncbi.nlm.nih.gov/pubmed/32211809/"
ig9rpdj5;Medline;Telemedicine in the Time of the Coronavirus.;10.1089/tmj.2020.29038.crd;unk;1/4/2020;Merrell, Ronald C- Doarn, Charles R;Telemedicine journal and e-health : the official journal of the American Telemedicine Association;"https://doi.org/10.1089/tmj.2020.29038.crd; https://www.ncbi.nlm.nih.gov/pubmed/32315263/"
hrevira5;Medline;Participating in telehealth is a complex occupation.;10.1111/1440-1630.12671;unk;22/5/2020;Pereira, Robert B;Australian occupational therapy journal;"https://doi.org/10.1111/1440-1630.12671; https://www.ncbi.nlm.nih.gov/pubmed/32441336/"
4zy4ys8l;Medline;Relevant role of von Willebrand factor in neutrophil recruitment in a mouse sepsis model involving cecal ligation and puncture.;10.3324/haematol.2015.135434;unk;2016;Kasuda, Shogo- Matsui, Hideto- Ono, Shiro- Matsunari, Yasunori- Nishio, Kenji- Shima, Midori- Hatake, Katsuhiko- Sugimoto, Mitsuhiko;Haematologica;"https://doi.org/10.3324/haematol.2015.135434; https://www.ncbi.nlm.nih.gov/pubmed/26494840/"
23n2vzmj;Medline;Single-incision laparoscopic cholecystectomy: initial evaluation of a large series of patients.;10.1007/s00464-009-0786-7;unk;2010;Rivas, Homero- Varela, Esteban- Scott, Daniel;Surgical endoscopy;"https://doi.org/10.1007/s00464-009-0786-7; https://www.ncbi.nlm.nih.gov/pubmed/20035355/"
0ncghy0s;Medline;Remodeling characteristics and collagen distribution in synthetic mesh materials explanted from human subjects after abdominal wall reconstruction: an analysis of remodeling characteristics by patient risk factors and surgical site classifications.;10.1007/s00464-013-3405-6;unk;2014;Cavallo, Jaime A- Roma, Andres A- Jasielec, Mateusz S- Ousley, Jenny- Creamer, Jennifer- Pichert, Matthew D- Baalman, Sara- Frisella, Margaret M- Matthews, Brent D- Deeken, Corey R;Surgical endoscopy;"https://doi.org/10.1007/s00464-013-3405-6; https://www.ncbi.nlm.nih.gov/pubmed/24442681/"
7eil5ock;Medline;Pipeline embolization device for recurrence of previously treated aneurysms.;10.3171/2017.3.focus1744;unk;2017;Dornbos, David- Karras, Constantine L- Wenger, Nicole- Priddy, Blake- Youssef, Patrick- Nimjee, Shahid M- Powers, Ciarán J;Neurosurgical focus;"https://doi.org/10.3171/2017.3.focus1744; https://www.ncbi.nlm.nih.gov/pubmed/28565989/"
hxnvw4yl;Medline;Calvarial Model of Bone Augmentation in Rabbit for Assessment of Bone Growth and Neovascularization in Bone Substitution Materials.;10.3791/59976;unk;2019;Marger, Laurine- Barone, Antonio- Martinelli-Kläy, Carla P- Schaub, Leandra- Strasding, Malin- Mekki, Mustapha- Sailer, Irena- Scherrer, Susanne S- Durual, Stéphane;Journal of visualized experiments : JoVE;"https://doi.org/10.3791/59976; https://www.ncbi.nlm.nih.gov/pubmed/31475980/"
zyr8siws;Medline;Impact of statins and ACE inhibitors on mortality after COPD exacerbations.;10.1186/1465-9921-10-45;unk;2009;Mortensen, Eric M- Copeland, Laurel A- Pugh, Mary Jo V- Restrepo, Marcos I- de Molina, Rosa Malo- Nakashima, Brandy- Anzueto, Antonio;Respiratory research;"https://doi.org/10.1186/1465-9921-10-45; https://www.ncbi.nlm.nih.gov/pubmed/19493329/"
08aymh3c;Medline;A prospective randomized trial of tapered-cuff endotracheal tubes with intermittent subglottic suctioning in preventing ventilator-associated pneumonia in critically ill patients.;10.1016/j.jcrc.2016.11.007;unk;2017;Mahmoodpoor, Ata- Hamishehkar, Hadi- Hamidi, Masoud- Shadvar, Kamran- Sanaie, Sarvin- Golzari, Samad Ej- Khan, Zahid Hussain- Nader, Nader D;Journal of critical care;"https://doi.org/10.1016/j.jcrc.2016.11.007; https://www.ncbi.nlm.nih.gov/pubmed/27912161/"
6a5pweuk;Medline;MOSES: A Matlab-based open-source stochastic epidemic simulator.;10.1109/embc.2016.7591271;unk;2016;Varol, Huseyin Atakan;Conference proceedings : ... Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual Conference;"https://doi.org/10.1109/embc.2016.7591271; https://www.ncbi.nlm.nih.gov/pubmed/28227061/"
iblhl3pv;Medline;CD13/aminopeptidase N is a negative regulator of mast cell activation.;10.1096/fj.201600278;unk;2016;Zotz, Julia S- Wölbing, Florian- Lassnig, Caroline- Kauffmann, Marlies- Schulte, Uwe- Kolb, Andreas- Whitelaw, Bruce- Müller, Mathias- Biedermann, Tilo- Huber, Michael;FASEB journal : official publication of the Federation of American Societies for Experimental Biology;"https://doi.org/10.1096/fj.201600278; https://www.ncbi.nlm.nih.gov/pubmed/26936360/"
f8613tpe;Medline;A to Z in neurointerventional surgery: A primer for residents.;10.4103/0028-3886.158233;unk;2015;Ambekar, Sudheer- Pandey, Paritosh;Neurology India;"https://doi.org/10.4103/0028-3886.158233; https://www.ncbi.nlm.nih.gov/pubmed/26053817/"
0arsdwuc;Medline;Fighting on two fronts: drug-drug interactions in people living with HIV infected with SARS-CoV-2.;10.1136/ejhpharm-2020-002390;unk;10/6/2020;Bahap, Melda- Kara, Emre- Sain Guven, Gulay;European journal of hospital pharmacy : science and practice;"https://doi.org/10.1136/ejhpharm-2020-002390; https://www.ncbi.nlm.nih.gov/pubmed/32522810/"
72hh21ag;Medline;Neurovirulent Murine Coronavirus JHM.SD Uses Cellular Zinc Metalloproteases for Virus Entry and Cell-Cell Fusion.;10.1128/jvi.01564-16;unk;2017;Phillips, Judith M- Gallagher, Tom- Weiss, Susan R;Journal of virology;"https://doi.org/10.1128/jvi.01564-16; https://www.ncbi.nlm.nih.gov/pubmed/28148786/"
pnx82f6w;Medline;Looking beyond the coronavirus: lessons and principles.;10.12968/bjon.2020.29.8.488;unk;23/4/2020;McKinnon, John;British journal of nursing;"https://doi.org/10.12968/bjon.2020.29.8.488; https://www.ncbi.nlm.nih.gov/pubmed/32324460/"
h2xh8z9c;Medline;Laparoscopic anatomical liver resection after complex blunt liver trauma: a case report.;10.1186/s40792-018-0432-5;unk;2018;Ivanecz, Arpad- Pivec, Vid- Ilijevec, Bojan- Rudolf, Saša- Potr?, Stojan;Surgical case reports;"https://doi.org/10.1186/s40792-018-0432-5; https://www.ncbi.nlm.nih.gov/pubmed/29572673/"
8kt4f0dv;Medline;Analyzing the Cost Effectiveness of Policy Responses for COVID-19: The Importance of Capturing Social Consequences.;10.1177/0272989x20922987;unk;1/4/2020;Daeho Kim, David- Neumann, Peter J;Medical decision making : an international journal of the Society for Medical Decision Making;"https://doi.org/10.1177/0272989x20922987; https://www.ncbi.nlm.nih.gov/pubmed/32428432/"
e3qbadfx;Medline;Safe and Sensitive Antiviral Screening Platform Based on Recombinant Human Coronavirus OC43 Expressing the Luciferase Reporter Gene.;10.1128/aac.00814-16;unk;2016;Shen, Liang- Yang, Yang- Ye, Fei- Liu, Gaoshan- Desforges, Marc- Talbot, Pierre J- Tan, Wenjie;Antimicrobial agents and chemotherapy;"https://doi.org/10.1128/aac.00814-16; https://www.ncbi.nlm.nih.gov/pubmed/27381385/"
amd20q56;Medline;Controversies in neonatal resuscitation.;10.3109/14767058.2013.829685;unk;2013;Chalkias, Athanasios- Xanthos, Theodoros- Syggelou, Angeliki- Bassareo, Pier Paolo- Iacovidou, Nicoletta;The journal of maternal-fetal & neonatal medicine : the official journal of the European Association of Perinatal Medicine, the Federation of Asia and Oceania Perinatal Societies, the International Society of Perinatal Obstetricians;"https://doi.org/10.3109/14767058.2013.829685; https://www.ncbi.nlm.nih.gov/pubmed/24059553/"
k0keu2ig;Medline;Treatment of high- and intermediate-risk pulmonary embolism using the AngioJet percutaneous mechanical thrombectomy system in patients with contraindications for thrombolytic treatment - a pilot study.;10.5114/wiitm.2018.75848;unk;2018;Latacz, Pawe?- Simka, Marian- Brzegowy, Pawel- Serednicki, Wojciech- Konduracka, Ewa- Mrowiecki, Wojciech- S?owik, Agnieszka- ?asocha, Bart?omiej- Mrowiecki, Tomasz- Popiela, Tadeusz;Wideochirurgia i inne techniki maloinwazyjne = Videosurgery and other miniinvasive techniques;"https://doi.org/10.5114/wiitm.2018.75848; https://www.ncbi.nlm.nih.gov/pubmed/30002757/"
uncf0bul;Medline;Systemic coronavirus-associated disease resembling feline infectious peritonitis in ferrets in the UK.;10.1136/vr.e5652;unk;2012;Graham, Elizabeth- Lamm, Catherine- Denk, Daniela- Stidworthy, Mark F- Carrasco, Daniel Calvo- Kubiak, Marie;The Veterinary record;"https://doi.org/10.1136/vr.e5652; https://www.ncbi.nlm.nih.gov/pubmed/22923084/"
3x239cje;Medline;Outcomes and outcomes measurements used in intervention studies of pelvic girdle pain and lumbopelvic pain: a systematic review.;10.1186/s12998-019-0279-2;unk;2019;Wuytack, Francesca- O'Donovan, Maggie;Chiropractic & manual therapies;"https://doi.org/10.1186/s12998-019-0279-2; https://www.ncbi.nlm.nih.gov/pubmed/31700607/"
alp0yvi9;Medline;Treatment outcomes of carotid artery stenting with two types of distal protection filter device.;10.1186/2193-1801-3-132;unk;2014;Iko, Minoru- Aikawa, Hiroshi- Go, Yoshinori- Nakai, Kanji- Tsutsumi, Masanori- Yu, Iwae- Mizokami, Taichiro- Sakamoto, Kimiya- Inoue, Ritsuro- Mitsutake, Takafumi- Eto, Ayumu- Hanada, Hayatsura- Kazekawa, Kiyoshi;SpringerPlus;"https://doi.org/10.1186/2193-1801-3-132; https://www.ncbi.nlm.nih.gov/pubmed/25674435/"
4r0y9mgv;Medline;Use of a bioprosthetic mesh in complex hernia repair: early results from a French multicenter pilot study.;10.1177/1553350613520514;unk;2014;Lupinacci, Renato Micelli- Gizard, Anne Sophie- Rivkine, Emmanuel- Debove, Clotilde- Menegaux, Fabrice- Barrat, Christophe- Wind, Philippe- Trésallet, Christophe;Surgical innovation;"https://doi.org/10.1177/1553350613520514; https://www.ncbi.nlm.nih.gov/pubmed/24496103/"
hv86kyy8;Medline;Simulation of aortopulmonary collateral flow in Fontan patients for use in prediction of interventional outcomes.;10.1111/cpf.12457;unk;2018;Frieberg, Petter- Sjöberg, Pia- Revstedt, Johan- Heiberg, Einar- Liuba, Petru- Carlsson, Marcus;Clinical physiology and functional imaging;"https://doi.org/10.1111/cpf.12457; https://www.ncbi.nlm.nih.gov/pubmed/28782911/"
pgzw3109;Medline;Assessment of hospital emergency management in the Beijing area.;10.1017/s1049023x11006327;unk;2011;Yantao, Xin;Prehospital and disaster medicine;"https://doi.org/10.1017/s1049023x11006327; https://www.ncbi.nlm.nih.gov/pubmed/22107768/"
d5xn7tbi;Medline;Ergonomic analysis of muscle activity in the forearm and back muscles during laparoscopic surgery: influence of previous experience and performed task.;10.1097/sle.0b013e3182827f30;unk;2013;Pérez-Duarte, Francisco J- Sánchez-Margallo, Francisco M- Martín-Portugués, Idoia Díaz-Güemes- Sánchez-Hurtado, Miguel A- Lucas-Hernández, Marcos- Sánchez-Margallo, Juan A- Usón-Gargallo, Jesús;Surgical laparoscopy, endoscopy & percutaneous techniques;"https://doi.org/10.1097/sle.0b013e3182827f30; https://www.ncbi.nlm.nih.gov/pubmed/23579519/"
64tir093;Medline;Avoiding hyperoxemia during neonatal resuscitation: time to response of different SpO2 monitors.;10.1111/j.1651-2227.2010.02097.x;unk;2011;Baquero, Hernando- Alviz, Ramiro- Castillo, Armando- Neira, Fredy- Sola, Augusto;Acta paediatrica;"https://doi.org/10.1111/j.1651-2227.2010.02097.x; https://www.ncbi.nlm.nih.gov/pubmed/21091987/"
uw1v7s9a;Medline;Managing teamwork in the face of pandemic: evidence-based tips.;10.1136/bmjqs-2020-011447;unk;29/5/2020;Tannenbaum, Scott I- Traylor, Allison M- Thomas, Eric J- Salas, Eduardo;BMJ quality & safety;"https://doi.org/10.1136/bmjqs-2020-011447; https://www.ncbi.nlm.nih.gov/pubmed/32471858/"
140elzaa;Medline;Acceptability of laparoscopy-assisted gastrectomy for patients with previous intra-abdominal surgery.;10.1097/sle.0b013e3181c30909;unk;2009;Kawamura, Hideki- Yokota, Ryoichi- Homma, Shigenori- Sato, Masanori;Surgical laparoscopy, endoscopy & percutaneous techniques;"https://doi.org/10.1097/sle.0b013e3181c30909; https://www.ncbi.nlm.nih.gov/pubmed/20027083/"
nhwr43rc;Medline;Covid-19: Health Education England shares advice for trainees.;10.1136/bmj.m1635;unk;24/4/2020;Rimmer, Abi;BMJ;"https://doi.org/10.1136/bmj.m1635; https://www.ncbi.nlm.nih.gov/pubmed/32332033/"
oynyi0fr;Medline;Radiofrequency ablation: treatment of primary lung cancer.;10.1053/j.ro.2011.02.006;unk;2011;Pua, Bradley B- Thornton, Raymond H- Solomon, Stephen B;Seminars in roentgenology;"https://doi.org/10.1053/j.ro.2011.02.006; https://www.ncbi.nlm.nih.gov/pubmed/21726706/"
iono49fj;Medline;A tailored approach to overcoming challenges of a bovine aortic arch during left internal carotid artery stenting.;10.1583/11-3730mr.1;unk;2012;Ventoruzzo, Giorgio- Biondi-Zoccai, Giuseppe- Maioli, Filippo- Liistro, Francesco- Bolognese, Leonardo- Bellandi, Guido;Journal of endovascular therapy : an official journal of the International Society of Endovascular Specialists;"https://doi.org/10.1583/11-3730mr.1; https://www.ncbi.nlm.nih.gov/pubmed/22788883/"
hbkfprwv;Medline;Surgical hardware-related iatrogenic venous compression syndrome.;10.1177/1358863x14559093;unk;2015;Mathur, Moses- Shafi, Irfan- Alkhouli, Mohamad- Bashir, Riyaz;Vascular medicine;"https://doi.org/10.1177/1358863x14559093; https://www.ncbi.nlm.nih.gov/pubmed/25425626/"
knqkwopt;Medline;The effectiveness of full and partial travel bans against COVID-19 spread in Australia for travellers from China during and after the epidemic peak in China.;10.1093/jtm/taaa081;unk;22/5/2020;Costantino, Valentina- Heslop, David J- MacIntyre, C Raina;Journal of travel medicine;"https://doi.org/10.1093/jtm/taaa081; https://www.ncbi.nlm.nih.gov/pubmed/32453411/"
